id,song_title,album_title,year_of_release,month_of_release,type,album_id,lyrics
82,John Wesley Harding,John Wesley Harding,1967,12,Original,8,. John Wesley Harding. Was a friend to the poor. He traveled a'with a gun in ev'ry hand. All along this countryside. He opened a'many a door. But he was never known. To hurt an honest man. . . ’Twas down in Chaynee County. A time they talk about. With his lady by his side. He took a stand. And soon the situation there. Was all but straightened out. For he was always known. To lend a helping hand. . . All across the telegraph. His name it did resound. But no charge held against him. Could they prove. And there was no man around. Who could track or chain him down. He was never known. To make a foolish move
83,As I Went Out One Morning,John Wesley Harding,1967,12,Original,8,". As I went out one morning. To breathe the air around Tom Paine’s. I spied the fairest damsel. That ever did walk in chains. I offered her my hand. She took me by the arm. I knew that very instant. She meant to do me harm. . . “Depart from me this moment”. I told her with my voice. Said she, “But I don’t wish to”. Said I, “But you have no choice”. “I beg you, sir,” she pleaded. From the corners of her mouth. “I will secretly accept you. And together we’ll fly south”. . . Just then Tom Paine, himself. Came running from across the field. Shouting at this lovely girl. And commanding her to yield. And as she was letting go her grip. Up Tom Paine did run. “I’m sorry, sir,” he said to me. “I’m sorry for what she’s done”"
84,I Dreamed I Saw St. Augustine,John Wesley Harding,1967,12,Original,8,". I dreamed I saw St. Augustine. Alive as you or me. Tearing through these quarters. In the utmost misery. With a blanket underneath his arm. And a coat of solid gold. Searching for the very souls. Whom already have been sold. . . “Arise, arise,” he cried so loud. With a voice without restraint. “Come out, ye gifted kings and queens. And hear my sad complaint. No martyr is among ye now. Whom you can call your own. But go on your way accordingly. But know you’re not alone”. . . I dreamed I saw St. Augustine. Alive with fiery breath. And I dreamed I was amongst the ones. That put him out to death. Oh, I awoke in anger. So alone and terrified. I put my fingers against the glass. And bowed my head and cried"
85,All Along the Watchtower,John Wesley Harding,1967,12,Original,8,". ""There must be some way out of here"". Said the joker to the thief. ""There's too much confusion. I can't get no relief. Businessmen, they drink my wine. Plowmen dig my earth. None of them along the line. Know what any of it is worth"". . . ""No reason to get excited"". The thief, he kindly spoke. ""There are many here among us. Who feel that life is but a joke. But you and I, we've been through that. And this is not our fate. So let us not talk falsely now. The hour is getting late"". . . All along the watchtower. Princes kept the view. While all the women came and went. Barefoot servants too. Outside, in the distance. A wildcat did growl. Two riders were approaching. The wind began to howl"
86,The Ballad of Frankie Lee and Judas Priest,John Wesley Harding,1967,12,Original,8,". Well, Frankie Lee and Judas Priest. They were the best of friends. So when Frankie Lee needed money one day. Judas quickly pulled out a roll of tens. And placed them on a footstool. Just above the plotted plain. Sayin', “Take your pick, Frankie Boy. My loss will be your gain”. . . Well, Frankie Lee, he sat right down. And put his fingers to his chin. But with the cold eyes of Judas on him. His head began to spin. “Could ya please not stare at me like that?,” he said. “It’s just my foolish pride. But sometimes a man must be alone. And this is no place to hide”. . . Well, Judas, he just winked and said. “Alright, I’ll leave you here. But you’d better hurry up and choose which of those bills you want. Before they all disappear”. “I’m gonna start my pickin' right now. Just tell me where you’ll be”. Judas pointed down the road. And said, “Eternity!”. . “Eternity?” said Frankie Lee. With a voice as cold as ice. “That’s right,” said Judas, “Eternity. Though you might call it ‘Paradise’”. “I don’t call it anything”. Said Frankie Lee with a smile. “All right,” said Judas Priest. “I’ll see you after a while”. . . Well, Frankie Lee, he sat back down. Feeling low and mean. When just then a passin' stranger. Burst upon the scene. Saying, “Are you Frankie Lee, the gambler. Whose father's deceased?. Well, if you are, there’s a fellow callin' you down the road. And they say his name is Priest”. . . “Oh, yes, he is my friend”. Said Frankie Lee in fright. “I do recall him very well. In fact, he just left my sight”. “Yes, that’s the one,” said the stranger. As quiet as a mouse. “Well, my message is, he’s down the road. Stranded in a house”. . Well, Frankie Lee, he panicked. He dropped everything and ran. Until he came up to the spot. Where Judas Priest did stand. “What kind of house is this,” he said. “Where I have come to roam?”. “It’s not a house,” says Judas Priest. “It’s not a house, it’s a home”. . . Well, Frankie Lee, he trembled. He soon lost all control. Over ev’rything which he had made. While the mission bells did toll. He just stood there staring. At that big house as bright as any sun. With four and twenty windows. And a woman’s face in ev’ry one. . . Well, up the stairs ran Frankie Lee. With a soulful, bounding leap. And, foaming at the mouth. He began to make his midnight creep. For sixteen nights and days he raved. But on the seventeenth he burst. Into the arms of Judas Priest. Which is where he died of thirst. . No one tried to say a thing. When they carried him out in jest. Except, of course, the little neighbor boy. Who carried him to rest. And he just walked along, alone. With his guilt so well concealed. And muttered underneath his breath. “Nothing is revealed”. . . Well, the moral of this story. The moral of this song. Is simply that one should never be. Where one does not belong. So when you see your neighbor carrying somethin'. Help him with his load. And don’t go mistaking Paradise. For that home across the road"
87,Drifter's Escape,John Wesley Harding,1967,12,Original,8,". “Oh, help me in my weakness”. I heard the drifter say. As they carried him from the courtroom. And were taking him away. “My trip hasn’t been a pleasant one. And my time it isn’t long. And I still do not know. What it was that I’ve done wrong”. . . Well, the judge, he cast his robe aside. A tear came to his eye. “You fail to understand,” he said. “Why must you even try?”. Outside, the crowd was stirring. You could hear it from the door. Inside, the judge was stepping down. While the jury cried for more. . . “Oh, stop that cursed jury”. Cried the attendant and the nurse. “The trial was bad enough. But this is ten times worse”. Just then a bolt of lightning. Struck the courthouse out of shape. And while ev’rybody knelt to pray. The drifter did escape"
88,Dear Landlord,John Wesley Harding,1967,12,Original,8,". Dear landlord. Please don’t put a price on my soul. My burden is heavy. My dreams are beyond control. When that steamboat whistle blows. I’m gonna give you all I got to give. And I do hope you receive it well. Depending on the way you feel that you live. . . Dear landlord. Please heed these words that I speak. I know you’ve suffered much. But in this you are not so unique. All of us, at times, we might work too hard. To have it too fast and too much. And anyone can fill his life up. With things he can see but he just cannot touch. . . Dear landlord. Please don’t dismiss my case. I’m not about to argue. I’m not about to move to no other place. Now, each of us has his own special gift. And you know this was meant to be true. And if you don’t underestimate me. I won’t underestimate you"
89,I Am a Lonesome Hobo,John Wesley Harding,1967,12,Original,8,". I am a lonesome hobo. Without family or friends. Where another man’s life might begin. That’s exactly where mine ends. I have tried my hand at bribery. Blackmail and deceit. And I’ve served time for everything. ’Cept beggin' on the street. . . Well, once I was rather prosperous. There was nothing I did lack. I had fourteen-karat gold in my mouth. And silk upon my back. But I did not trust my brother. I carried him to blame. Which led me to my fatal doom. To wander off in shame. . . Kind ladies and kind gentlemen. Soon I will be gone. But let me just warn you all. Before I do pass on. Stay free from petty jealousies. Live by no man’s code. And hold your judgment for yourself. Lest you wind up on this road"
90,I Pity the Poor Immigrant,John Wesley Harding,1967,12,Original,8,". I pity the poor immigrant. Who wishes he would’ve stayed home. Who uses all his power to do evil. But in the end is always left so alone. That man whom with his fingers cheats. And who lies with every breath. Who passionately hates his life. And likewise, fears his death. . . I pity the poor immigrant. Whose strength is spent in vain. Whose heaven is like Ironsides. Whose tears are like rain. Who eats but is not satisfied. Who hears but does not see. Who falls in love with wealth itself. And turns his back on me. . . I pity the poor immigrant. Who tramples through the mud. Who fills his mouth with laughing. And who builds his town with blood. Whose visions in the final end. Must shatter like the glass. I pity the poor immigrant. When his gladness comes to pass"
91,The Wicked Messenger,John Wesley Harding,1967,12,Original,8,". There was a wicked messenger. From Eli he did come. With a mind that multiplied the smallest matter. When questioned who had sent for him. He answered with his thumb. For his tongue it could not speak, but only flatter. . . He stayed behind the assembly hall. It was there he made his bed. Oftentimes he could be seen returning. Until one day he just appeared. With a note in his hand which read. “The soles of my feet, I swear they’re burning”. . . Oh, the leaves began to falling. And the seas began to part. And the people that confronted him were many. And he was told but these few words. Which opened up his heart. “If ye cannot bring good news, then don’t bring any”"
92,Down Along the Cove,John Wesley Harding,1967,12,Original,8,". Down along the cove. I spied my true love comin’ my way. Down along the cove. I spied my true love comin’ my way. I say, “Lord, have mercy, mama. It sure is good to see ya' comin' today"". . . Down along the cove. I spied my little bundle of joy. Down along the cove. I spied my little bundle of joy. She said, “Lord, have mercy, honey. I’m so glad you’re my boy!”. . . Down along the cove. We walked together hand in hand. Down along the cove. We walked together hand in hand. Ev’rybody watchin’ us a'go by. Knows we’re in love, yes, and they understand"
93,I'll Be Your Baby Tonight,John Wesley Harding,1967,12,Original,8,". Close your eyes, close the door. Ya' don’t have to worry anymore. I’ll be your baby tonight. . . Shut the light, shut the shade. Ya' don’t have to be afraid. I’ll be your baby tonight. . . Well, that mockingbird’s gonna sail away. We’re gonna forget it. That big, fat moon is gonna shine like a spoon. But we’re gonna let it. You won’t regret it. . . Kick your shoes off, do not fear. Bring that bottle over here. I’ll be your baby tonight"
94,Nashville Skyline Rag,Nashville Skyline,1969,5,Original,9,
95,To Be Alone with You,Nashville Skyline,1969,5,Original,9,"Is it rolling, Bob?. . . To be alone with you. Just you and me. Now won’t you tell me true. Ain’t that the way it oughta be?. To hold each other tight. The whole night through. Everything is always right. When I’m alone with you. . . To be alone with you. At the close of the day. With only you in view. While evening slips away. It only goes to show. That while life’s pleasures be few. The only one I know. Is when I’m alone with you. . . They say that nighttime is the right time. To be with the one you love. Too many thoughts get in the way in the day. But you’re always what I’m thinkin' of. I wish the night were here. Bringin' me all of your charms. When only you are near. To hold me in your arms. . I’ll always thank the Lord. When my workin' day is through. I get my sweet reward. To be alone with you"
96,I Threw It All Away,Nashville Skyline,1969,5,Original,9,". I once held her in my arms. She said she would always stay. But I was cruel, I treated her like a fool. I threw it all away. . . Once I had mountains in the palm of my hand. And rivers that ran through every day. I must have been mad, I never knew what I had. Until I threw it all away. . . Love is all there is. It makes the world go ’round. Love and only love. It can’t be denied. No matter what you think about it. You just won’t be able to do without it. Take a tip from one who’s tried. . . So if you find someone who gives you all of her love. Take it to your heart, don’t let it stray. For one thing for certain, you will surely be a-hurtin'. If you throw it all away. If you throw it all away"
97,Peggy Day,Nashville Skyline,1969,5,Original,9,". Peggy Day stole my poor heart away. By golly, what more can I say?. Love to spend the night with Peggy Day. . . Peggy Night makes my future look so bright. Man, that girl is out of sight. Love to spend the day with Peggy Night. . . Well, ya' know that even before I learned her name. Ya' know I loved her just the same. And I tell ’em all, wherever I may go. Just so they’ll know, that she my little lady. And I love her so. . . Peggy Day stole my poor heart away. Turned my skies to blue from gray. Love to spend the night with Peggy Day. . . . . Peggy Day stole my poor heart away. By golly, what more can I say?. Love to spend the night with Peggy Day. Love to spend the night with Peggy Day"
98,Lay Lady Lay,Nashville Skyline,1969,5,Original,9,". Lay, lady, lay. Lay across my big brass bed. Lay, lady, lay. Lay across my big brass bed. Whatever colors you have in your mind. I’ll show them to you and you’ll see them shine. . . Lay, lady, lay. Lay across my big brass bed. Stay, lady, stay. Stay with your man awhile. Until the break of day, let me see ya' make him smile. His clothes are dirty but his, his hands are clean. And you’re the best thing that he’s ever seen. . . Stay, lady, stay. Stay with your man awhile. . . Why wait any longer for the world to begin. You can have your cake and eat it too. Why wait any longer for the one you love. When he’s standing in front of you. . Lay, lady, lay. Lay across my big brass bed. Stay, lady, stay. Stay while the night is still ahead. I long to see you in the morning light. I long to reach for you in the night. . . Stay, lady, stay. Stay while the night is still ahead"
99,One More Night,Nashville Skyline,1969,5,Original,9,". One more night, the stars are in sight. But tonight I'm as lonesome as can be. Oh, the moon is shinin' bright. Lighting everything in sight. But tonight no light will shine on me. . . Oh, it's shameful and it's sad I lost the only pal I had. I just could not be what she wanted me to be. I will turn my head up high. To that dark and rollin' sky. For tonight no light will shine on me. . . I was so mistaken when I thought that she'd be true. I had no idea what a woman in love would do. . . One more night, I will wait for the light. While the wind blows high above the tree. Oh, I miss my darlin' so. I didn't mean to see her go. But tonight no light will shine on me. . . One more night, the moon is shinin' bright. And the wind blows high above the tree. Oh, I miss that woman so. I didn't mean to see her go. But tonight no light will shine on me"
100,Tell Me That It Isn't True,Nashville Skyline,1969,5,Original,9,". I have heard rumors all over town. They say that you’re planning to put me down. All I'd like you to do. Is tell me that it isn’t true. . . They say that you’ve been seen with some other man. That he’s tall, dark and handsome, and you’re holdin' his hand. Darling, I’m a'countin’ on you. Tell me that it isn’t true. . . To know that some other man is holdin' you tight. It hurts me all over, it doesn’t seem right. . All of these awful things that I have heard. I don’t wanna believe them, all I want is your word. So darlin', you better come through. Tell me that it isn’t true. . All of these awful things that I have heard. I don’t want to believe them, all I want is your word. So darlin', I'm countin' on you. Tell me that it isn’t true"
101,Country Pie,Nashville Skyline,1969,5,Original,9,". Just like old Saxophone Joe. When he’s got the hogshead up on his toe. Oh me, oh my. Love that country pie. . . Listen to the fiddler play. When he’s playin' 'til the break of day. Oh me, oh my. Love that country pie. . . Raspberry, strawberry, lemon, and lime. What do I care?. Blueberry, apple, cherry, pumpkin, and plum. Call me for dinner, honey, I’ll be there. . . Saddle me up my big white goose. Tie me on her and turn her loose. Oh me, oh my. Love that country pie. . . I don’t need much, that ain’t no lie. Ain’t runnin' any race. Give to me my country pie. I won’t throw it up in anybody’s face. . Shake me up that old peach tree. A'Little Jack Horner got nothin’ on me. Oh me, oh my. Love that country pie"
102,Tonight I'll Be Staying Here with You,Nashville Skyline,1969,5,Original,9,". Throw my ticket out the window. Throw my suitcase out there, too. Throw my troubles out the door. I don't need them anymore. 'Cause tonight I'll be staying here with you. . . I should have left this town this morning. But it was more than I could do. Oh, your love comes on so strong. And I've waited all day long. For tonight when I'll be staying here with you. . . Is it really any wonder. The love that a stranger might receive?. You cast your spell and I went under. I find it so difficult to leave. . . I can hear that whistle blowin'. I see that stationmaster too. If there's a poor boy on the street. Then let him have my seat. 'Cause tonight I'll be staying here with you. . Throw my ticket out the window. Throw my suitcase out there, too. Throw my troubles out the door. I don't need them anymore. 'Cause tonight I'll be staying here with you"
103,All the Tired Horses,Self Portrait,1970,6,Original,10,All the tired horses in the sun. How'm I supposed to get any riding done? Hmm. All the tired horses in the sun. How'm I supposed to get any riding done? Hmm. All the tired horses in the sun. How'm I supposed to get any riding done? Hmm. All the tired horses in the sun. How'm I supposed to get any riding done? Hmm. All the tired horses in the sun. How'm I supposed to get any riding done? Hmm. All the tired horses in the sun. How'm I supposed to get any riding done? Hmm. All the tired horses in the sun. How'm I supposed to get any riding done? Hmm. All the tired horses in the sun. How'm I supposed to get any riding done? Hmm. All the tired horses in the sun. How'm I supposed to get any riding done? Hmm. All the tired horses in the sun. How'm I supposed to get any riding done? Hmm. All the tired horses in the sun. How'm I supposed to get any riding done? Hmm. All the tired horses in the sun. How'm I supposed to get any riding done? Hmm. All the tired horses in the sun. How'm I supposed to get any riding done? Hmm
104,Alberta #1,Self Portrait,1970,6,Traditional,10,. Alberta let your hair hang low. Alberta let your hair hang low. I'll give you more gold. Than your apron can hold. If you'd only let your hair hang low. . . Alberta what's on your mind. Alberta what's on your mind. You keep me worried and bothered. All of the time. Alberta what's on your mind. . . Alberta don't you treat me unkind. Alberta don't you treat me unkind. Oh my heart is so sad. Cause I want you so bad. Alberta don't you treat me unkind. . . Alberta let your hair hang low. Alberta let your hair hang low. I'll give you more gold. Than your apron can hold. If you'll only let your hair hang low
105,I Forgot More Than You’ll Ever Know ,Self Portrait,1970,6,Cover,10,". I forgot more than you'll ever know about her. . . You think you know the smile on her lips. The thrill and the touch of her fingertips. But I forgot more than you'll ever know about her. . . You think you'll find heaven of bliss. In each caress, in each tender kiss. But I forgot more than you'll ever know about her. . . You stole her love from me one day. You didn't care how it hurt me. But you can never steal away memories of what used to be. . . You think she's yours, to have and to hold. Someday you'll learn, when her love grows cold. But I forgot more than you'll ever know about her"
106,Days of 49,Self Portrait,1970,6,Cover,10,". I'm old Tom Moore from the bummer's shore in that good old golden days. They call me a bummer and a ginsot too, but what cares I for praise ?. I wander around from town to town just like a roving sign. And all the people say, ""There goes Tom Moore, in the days of '49"". . . In the days of old, in the days of gold. How oft'times I repine for the days of old. When we dug up the gold, in the days of '49. . . My comrades they all loved me well, a jolly saucy crew. A few hard cases I will recall though they all were brave and true. Whatever the pitch they never would flinch, they never would fret or whine. Like good old bricks they stood the kicks in the days of '49. . . In the days of old, in the days of gold. How oft'times I repine for the days of old. When we dug up the gold, in the days of '49. . . There was New York Jake, the butcher boy, he was always getting tight. And every time that he'd get full he was spoiling for a fight. But Jake rampaged against a knife in the hands of old Bob Stein. And over Jake they held a wake in the days of '49. . In the days of old, in the days of gold. How oft'times I repine for the days of old. When we dug up the gold, in the days of '49. . . There was Poker Bill, one of the boys who was always in a game. Whether he lost or whether he won, to him it was always the same. He would ante up and draw his cards and he would you go a hatful blind. In the game with death Bill lost his breath, in the days of '49. . . In the days of old, in the days of gold. How oft'times I repine for the days of old. When we dug up the gold, in the days of '49. . . There was Ragshag Bill from Buffalo, I never will forget. He would roar all day and he'd roar all night and I guess he's roaring yet. One day he fell in a prospect hole, in a roaring bad design. And in that hole he roared out his soul, in the days of '49. . . In the days of old, in the days of gold. How oft'times I repine for the days of old. When we dug up the gold, in the days of '49. . Of the comrades all that I've had, there's none that's left to boast. And I'm left alone in my misery like some poor wandering ghost. And I pass by from town to town, they call me a rambling sign. ""There goes Tom Moore, a bummer shore in the days of '49 "". . . In the days of old, in the days of gold. How oft'times I repine for the days of old. When we dug up the gold, in the days of '"
107,Early Mornin’ Rain,Self Portrait,1970,6,Cover,10,". In the early mornin' rain with a dollar in my hand. And an achin' in my heart and my pockets full of sand. I'm a long way from home and I miss my loved ones so. In the early mornin' rain with nowhere to go. . . Out on runway number nine big 707 set to go. I'm stuck here on the ground where the cold winds blow. The liquor tasted good and the women all were fast. There she goes, my friend, she's rollin' down at last. . . Hear the mighty engines roar, see the silver bird on high. She's away and westward bound, far above the clouds she'll fly. Where the mornin' rain don't fall and the sun always shines. She'll be flyin' over my home in about three hours time. . . This old airport's got me down, it's no earthly good to me. 'Cause I'm stuck here on the ground, cold and drunk as I might be. You can't hop a jet plane like you can a freight train. So I'd best be on my way in the early mornin' rain"
108,In Search of Little Sadie,Self Portrait,1970,6,Traditional,10,". Went out last night just to take a little round. I met my little Sadie and I brought her down. I ran right home and I went to bed. With a .44 smokeless under my head. . . I began to think what a deed I done. I grabbed my head and I began to run. I made a good run but I run too slow. They overtook me down in Jericho. . . Standin’ on the corner as he's ringin' my bell. Up stepped the sheriff of Thomasville. He says, ""Young man is your name Brown?. Remember you blowed little Sadie down?"". . . ""Oh, yes sir my name is Lee. I murdered little Sadie in first degree"". ""First degree and second degree. If you got any papers, will you serve them to me."". . . Well they took me downtown and they dressed me in black. They put me on a train and they sent me back. I had no one for to go my bail. They crammed me back into the county jail. Oh yes they did. . Now the judge and the jury they took their stand. The judge had the papers in his right hand. Forty-one days, forty-one nights. Forty-one years with the ball and stripes, oh no. . . Went out last night to take a little round. I met my little Sadie and I blowed her down. I run right home and I went to bed. A .44 smokeless under my head"
109,Let It Be Me,Self Portrait,1970,6,Cover,10,". I bless the day I found you. I want my arms around you. And so I beg you: let it be me. . . Don't take this heaven from one. If you must cling to someone. Now and forever, let it be me. . . Each time we meet, love. I find complete love. Without your sweet love, what would life be?. . . So never leave me lonely. Tell me that you love me only. And say you'll always let it be me"
110,Little Sadie,Self Portrait,1970,6,Traditional,10,". Went out last night to take a little round. I met my Little Sadie and I brought her down. I ran right home and I went to bed. With a forty-four smokeless under my head. . . I began to think what a deed I'd done. I grabbed my hat and I began to run. I made a good run but I ran too slow. They overtook me down in Jericho. . . Standing on a corner a ringing' my bell. Up stepped the sheriff from Thomasville. He said ""Young man is your name Brown. Remember you blowed Sadie down?"". . . ""Oh yes sir, my name is Lee. I murdered Little Sadie in the first degree. First degree and second degree. If you've got any papers will you serve them to me?"". . . Well they took me down town and they dressed me in black. They put me on a train and they sent me back. I had no one to go my bail. They crammed me back into the county jail. . Oh, yes they did. The judge and the jury they took their stand. The judge had the papers in his right hand. . Forty-one days, forty-one nights. Forty-one years to wear the ball and the stripes. Oh, no!. . . Went out last night to take a little round. I met Little Sadie and I blowed her down. I ran right home and I went to bed. A forty-four smokeless under my head"
111,Woogie Boogie,Self Portrait,1970,6,Original,10,
112,Belle Isle,Self Portrait,1970,6,Traditional,10,". One evening for pleasure I rambled to view. The fair fields all alone. Down by the banks of Loch Eiron. Where beauty and pleasure were known. . . I spied a fair maid at her labour. Which caused me to stay for a while. And I thought of a goddess to beauty. Bloomin' bright star of Bright Isle. . . I humbled myself to her beauty. ""Fair maiden, where do you belong?. Are you from heaven descended. Abiding in Cupid's fair throne?"". . . ""Young man, I will tell you a secret. It's true I'm a maid that is poor. And to part from my vows and my promise. Is more than my heart can endure. . . Therefore I remain at my service. And go through all my hardship and toil. And wait for the lad that has left me. All alone on the banks of Belle Isle."". . ""Young maiden I wish not to banter. It's true I come here in disguise. I came here to fulfill our last promise. And hope to give you a surprise. . . I've known you're a maid I love dearly. And you've been in my heart all the while. For me there is no other damsel. Than my blooming bright star of Belle Isle."""
113,Living the Blues,Self Portrait,1970,6,Original,10,". Since you’ve been gone. I’ve been walking around. With my head bowed down to my shoes. I’ve been living the blues. Ev’ry night without you. . . I don’t have to go far (Ah-ah). To know where you are (Ah-ah). Strangers all give me the news. I’ve been living the blues (Living the blues). Ev’ry night without you. . . I think that it’s best. I soon get some rest. And forget my pride. But I can’t deny. This feeling that I. Carry for you deep down inside. . . If you see me this way (Ah-ah). You’d come back and you’d stay (Ah-ah). Oh, how could you refuse. I’ve been living the blues (Living the blues). Ev’ry night without you. . . . I think that it’s best. I soon get some rest. And forget my pride. But I can’t deny. This feeling that I. Carry for you deep down inside. . . If you see me this way. You’d come back and you’d stay. Oh, how could you refuse. I’ve been living the blues (Living the blues). Ev’ry night without you. . . I’ve been living the blues (Living the blues). Ev’ry night without you. I’ve been living the blues (Living the blues). Ev’ry night without you"
114,Like a Rolling Stone,Self Portrait,1970,6,Original,10,". Once upon a time you dressed so fine. Threw the bums a dime in your prime, didn't you?. People call, say ""Beware doll, you're bound to fall"". You thought they were all a-kiddin' you. You used to laugh about. Everybody that was hangin' out. Now you don't talk so loud. Now you don't seem so proud. About having to be scrounging your next meal. . . How does it feel?. How does it feel?. To be without a home?. Like a complete unknown?. Like a rolling stone?. . . Aw, you've gone to the finest school all right, Miss Lonely. But ya know ya only used to get juiced in it. Nobody's ever taught ya how to live out on the street. And now you’re gonna have to get used to it. You say you never compromise. With the mystery tramp, but now you realize. He's not selling any alibis. As you stare into the vacuum of his eyes. And say, “Do you want to make a deal?"". . How does it feel?. How does it feel?. To be on your own. With no direction home. A complete unknown. Like a rolling stone?. . . Aw, you never turned around to see the frowns. On the jugglers and the clowns when they all did tricks for you. Never understood that it ain't no good. You shouldn't let other people get your kicks for you. You used to ride on a chrome horse with your diplomat. Who carried on his shoulder a Siamese cat. Ain't it hard when you discover that. He really wasn't where it's at. After he took from you everything he could steal?. . . How does it feel?. How does it feel?. To hang on your own. With no direction home. Like a complete unknown. Like a rolling stone?. . Aw, princess on the steeple and all the pretty people. They're all drinkin', thinkin' that they got it made. Exchangin' all precious gifts. But you'd better take your diamond ring, ya better pawn it, babe. You used to be so amused. At Napoleon in rags and the language that he used. Go to him now, he calls ya, ya can't refuse. When ya ain't got nothin', you got nothin' to lose. You're invisible now, ya got no secrets to conceal. . How does it feel?. Aw, how does it feel?. To be on your own. With no direction home. Like a complete unknown. Like a rolling stone?"
115,Copper Kettle (The Pale Moonlight),Self Portrait,1970,6,Cover,10,". Get you a copper kettle, get you a copper coil. Fill it with new made corn mash and never more you'll toil. We'll just lay there by the juniper while the moon is bright. Watch them jugs a-filling in the pale moonlight. . . Build you a fire with hickory, hickory, ash and oak. Don't use no green or rotten wood, they'll get you by the smoke. We'll just lay there by the juniper while the moon is bright. Watch them jugs a-filling in the pale moonlight. . . My daddy he made whiskey, my granddaddy he did too. We ain't paid no whiskey tax since 1792. We'll just lay there by the juniper while the moon is bright. Watch them jugs a-filling in the pale moonlight. In the pale moonlight"
116,Gotta Travel On,Self Portrait,1970,6,Cover,10,". Done laid around, done stayed around. This old town too long. Summer's almost gone, winter's coming on. Done laid around, done stayed around. This old town too long. And it seems like I've got to travel on. And it seems like I've got to travel on. . . Papa writes to Johnny, ""Johnny, can't you come home ?. Johnny, can't you come home ? Johnny, can't you come home ?"". Papa writes to Johnny, ""Johnny, can't you come home ?"". Johnny's been out on the road too long. Done laid around, done stayed around. This old town too long. And it seems like I've got to travel on. And it seems like I've got to travel on. . . That silly wind will soon begin and I'll be on my way. Going home to stay, going home to stay. That silly wind will soon begin and I'll be on my way. And I feel like I just want to travel on. Done laid around, done stayed around. This old town too long. And it seems like I've got to travel on. And it seems like I've got to travel on. . There's a lonesome freight at 6.08 coming through the town. I'll be homward bound, I'll be homeward bound. There's a lonesome freight at 6.08 coming through the town. And I feel like I just want to travel on. Done laid around, done stayed around. This old town too long. And it seems like I've got to travel on. And it seems like I've got to travel on"
117,Blue Moon,Self Portrait,1970,6,Cover,10,". Blue moon, you saw me standing alone. Without a dream in my heart, without a love of my own. . . Blue moon, you knew just what I was there for. You heard me saying a prayer for someone I really could care for. . . And suddenly there appeared before me the only one my arms could ever hold. I heard someone whisper, ""Please, adore me"". And when I looked my moon had turned to gold. . . Blue moon, now I'm no longer alone. Without a dream in my heart, without a love of my own. Without a love of my own"
118,The Boxer,Self Portrait,1970,6,Cover,10,". I'm just a poor boy. Though my story's seldom told. I have squadered my resistance. For a pocketful of numbles. Such are promises, all lies and jest. Still a man hears what he wants to hear. And disregards the rest. . . When I left my home and family. I was no more than a boy. In the company of strangers. In the quiet of the railway station. Running scared, laying low. Seeking out the poorer quarters. Where the ragged people go. Looking for the places only they would know. . . Asking only workman's wages. I come looking for a job. But I get no offers. Just a come-on from the whores on Seventh Avenue. I do declare. There were times when I was so lonesome. I took some comfort there. . Then I'm laying out my winter clothes. And wishing I was gone, going home. Where the New York City winters aren't bleeding me. Leading me. Going home. . . In the clearing stands a boxer. And a fighter by his trade. And he carries the reminders. Of every glove that laid him down. And cut him till he cried out. In his anger and his shame. ""I am leaving, I am leaving"". But the fighter still remains"
119,Quinn the Eskimo (The Mighty Quinn),Self Portrait,1970,6,Original,10,". Everybody’s building the big ships and the boats. Some are building monuments. Others, jotting down notes. Ev’rybody’s in despair. Every girl and boy. But when Quinn the Eskimo gets here. Ev’rybody’s gonna jump for joy. Come all without, come all within. You’ll not see nothing like the mighty Quinn. . . I like to do just like the rest, I like my sugar sweet. But guarding fumes and making haste. It ain’t my cup of meat. Everybody’s neath the trees. Feeding pigeons on a limb. But when Quinn the Eskimo gets here. All the pigeons gonna run to him. Come all without, come all within. You’ll not see nothing like the mighty Quinn. . . A cat’s meow and a cow’s moo, I can recite them all. Just tell me where it hurts yuh, honey. And I’ll tell you who to call. Nobody can get no sleep. There’s someone on ev’ryone’s toes. But when Quinn the Eskimo gets here. Ev’rybody’s gonna wanna doze. Come all without, come all within. You’ll not see nothing like the mighty Quinn"
120,Take Me As I Am (Or Let Me Go),Self Portrait,1970,6,Cover,10,". Why must you always try to make me over ?. Take me as I am or let me go. White lilies never grow on stalks of clover. Take me as I am or let me go. . . You're trying to reshape me in a moment. In the image of someone you used to know. I won't be a stand-in for an old love. Take me as I am or let me go. . . You've tried to change me ever since you've met me. Take me as I am or let me go. If you cannot overlook my faults, forget me. Take me as I am or let me go. . . You're trying to reshape me in a mould love. In the image of someone you used to know. But I won't be a stand-in for an old love. Take me as I am or let me go"
